entityid;objectid;situation;x_wgs;y_wgs
72f43ddd-85ba-4b5e-8a9c-893aca5fb62b;379;AVENUE DE PARIS;2.14075053;48.79911596
72f51bae-7ca0-419f-84c6-07d41023e167;588;PARC FORESTIER DE LA PORTE VERTE;2.15147829;48.81615968
731f4e10-4541-4a30-b50d-68669180967f;258;ELEMENTAIRE EDME FREMY;2.13921473;48.79660135
7321a648-051e-4e1b-926d-8f22cf0f4018;211;MATERNELLE LES TROIS POMMIERS;2.13549471;48.80281575
732983b1-ae04-4c1a-979c-a20ca56c8147;29;SQUARE SAINT - LOUIS;2.12561364;48.79671208
736dcba7-876d-4e29-b349-cffdbc49b5be;1001;MATERNELLE HONORE DE BALZAC;2.14412481;48.80560683
740dc619-30ee-4f8f-aefe-d608bd0f4b33;966;SQUARE DE L'ETANG DE LA MARTINIERE;2.11282959;48.78105714
7444271f-aa92-4bd6-b085-17a31fa6f43a;24;JARDIN DE L' HOTEL DE VILLE HORLOGE;2.12979364;48.80062902
745d01b9-df0e-4251-9bc3-015f3f161e91;355;AVENUE DE PARIS;2.15455298;48.79806897
74614a1c-4501-4f74-b386-26bcc4b714f5;892;ECOLE ELEMENTAIRE CHARLES PERRAULT;2.15574973;48.80478896
74631854-7f67-4b6f-af93-f5857e410a83;786;JARDIN DU CONSERVATOIRE DE MUSIQUE;2.12501653;48.8014224
74770bbd-353c-44b9-a210-18562c346ea0;442;AVENUE DE SAINT - CLOUD;2.13001083;48.80474703
747c8e24-dacd-4c97-b804-3242c299d3de;637;AVENUE DE SAINT - CLOUD;2.13687277;48.80558891
74917cb8-6d4e-4915-a962-aad237ba75cd;305;AVENUE DE PARIS;2.15144403;48.79865927
749dbf27-25fe-4ce2-9136-c22afcb752de;85;CRECHE DU CHAT BOTTE;2.13640139;48.80896786
74c03754-aa41-471d-854c-396bbf141b8a;894;ECOLE ELEMENTAIRE CHARLES PERRAULT;2.15619075;48.80470995
750b3b0a-94f0-4189-8fae-18e8150be785;475;AVENUE DES ETATS UNIS;2.14287571;48.80676639
75311317-7f37-46cf-a308-0edd46e65e6f;228;ELEMENTAIRE MARCEL LAFITAN;2.13110707;48.80880915
754ee959-3e8e-49ae-acab-385192ac1e8e;927;CRECHE MULTI ACCUEIL PRES AUX BOIS;2.16030357;48.80184094
755f297d-d55f-409c-8b3d-226f77dbad61;530;BOULEVARD DE LA REINE;2.14046893;48.80829226
757edc41-7a6f-4a1e-bc4d-74db856e09d5;1047;MATERNELLE LES LUTINS;2.12972842;48.80821363
75914e74-07eb-4fee-b9cd-c45178dd50d8;1010;MATERNELLE DUNOYER DE SEGONZAC;2.16021762;48.80225608
75c1bd37-3106-4dbc-90dc-e3c839f8370e;1021;MATERNELLE LES ALIZES 2;2.12025194;48.7840147
760ff225-3a6d-4964-96cb-834430be0646;143;ELEMENTAIRE CLEMENT ADER;2.1204837;48.7833869
76313306-fd56-4373-87ac-af9e09115390;827;SQUARE BLAISE PASCAL;2.15261159;48.80415989
76436ee7-34e8-4eae-b14b-bc795e4d38c7;912;MATERNELLE RICHARD MIQUE;2.14405911;48.8115464
7688cee4-9ffd-46a6-9fd2-183b88afab38;723;SQUARE JEAN HOUDON;2.13606494;48.81337949
769e5821-e48a-4f72-a676-c270dcac5d8e;579;PARC FORESTIER DE LA PORTE VERTE;2.15102004;48.81685597
76c78076-75cc-4904-b017-4dcfbcfc805d;336;AVENUE DE PARIS;2.13585202;48.80101049
771f2b04-f45b-4a62-98df-26d9ac591075;436;AVENUE DE SAINT - CLOUD;2.12766398;48.80457584
7754803a-6a14-40f8-95a2-444793e57ddd;410;AVENUE DE SAINT - CLOUD;2.12782915;48.80493387
77cc7e27-0069-4a03-bac9-e82ae026a9f3;881;SQUARE DU BERRY;2.15920373;48.80260467
787eed6a-41b8-45a2-ab9d-23ba32bf57c9;378;AVENUE DE PARIS;2.1428385;48.79855519
788736b7-5102-4667-9bd4-4b189609db55;225;MATERNELLE VAUBAN;2.15196957;48.7996997
788acf04-e2d6-44a9-9e7f-4d3481c089ab;820;SQUARE BERTHIER;2.13253626;48.81082835
78cb0976-9342-4a3c-9ecc-9b254b66c929;224;MATERNELLE VAUBAN;2.15199913;48.79970099
78d91db2-5293-4201-83df-1c37d72bc6c9;454;AVENUE DE SAINT - CLOUD;2.13684744;48.80524258
78e9cf35-ef95-4efa-9b98-2936dc8b014c;700;RUE DES RESERVOIRS;2.12466316;48.80798164
791eb32a-c440-4ffc-a4f9-767da454523b;773;JARDIN BONNE - AVENTURE;2.15237938;48.80699549
79530674-d4ef-4e05-b846-4a761d309f27;205;MATERNELLE LES TROIS POMMIERS;2.13573007;48.8031202
795ad9f4-0405-404c-b414-2f87b1ab3e19;99;SQUARE MAIS QUART PORCHEFONTAINE;2.15497964;48.7948146
7a16a665-ab29-48eb-9b9d-be4a033d4efc;1049;MATERNELLE LE PETIT PRINCE;2.12969338;48.80819154
7a76b945-a47a-4288-91a5-d0fb70830713;667;BOULEVARD DU ROI;2.12765154;48.8133387
7aa90b5a-8277-4a00-8d4e-86a01df32e6f;45;JARDIN DE L'ECOLE DES POSTES;2.1580788;48.80151889
7ab5aa2f-25ae-49fc-be12-46d3e9882b89;465;PLACE ALEXANDRE 1ER;2.14101658;48.80598099
7ad4c8e2-c7a5-4ae0-b98e-b8353bb75cc4;1070;ELEMENTAIRE COLONEL DE BANGE;2.13269669;48.81392662
7b1e1a94-93d5-46e4-ba8d-1efd0229a995;728;SQUARE JEAN HOUDON;2.13631645;48.813463
7b2c514b-0c1d-464c-a33c-90f19187d489;309;AVENUE DE PARIS;2.14992592;48.79848557
7b2e8b91-b79c-4085-822a-ac581eb6f0cc;553;SQUARE JEANNE D'ARC;2.14343687;48.82275886
7b88af7f-e622-435c-93a8-dbc586472322;856;SQUARE ILE DE FRANCE;2.16225671;48.80291349
7bc0cd05-ba74-4323-92bc-a5c34eca8d71;180;ELEMENTAIRE COLONEL DE BANGE;2.13277239;48.81424119
7bc16474-df6a-4271-9f64-12c376503bb1;511;BOULEVARD DE LA REINE;2.13626755;48.80881777
7c0adbb2-3684-496b-8bba-f367ec0cd51a;3;SQUARE DES FRANCINES;2.13170424;48.79680627
7c7f65bc-dc8d-49f2-963d-c70debc5d6ef;255;ELEMENTAIRE EDME FREMY;2.13897341;48.7966548
7d620cfd-710e-46eb-b4db-9af4fe74dff4;725;SQUARE JEAN HOUDON;2.13618834;48.81331457
7e196b96-2422-4095-8867-71cee4c7a61d;158;MATERNELLE LA MARTINIERE;2.11364726;48.78085382
7e7db396-e3eb-4759-ac38-390cbca60dc8;277;ELEMENTAIRE JEROME ET JEAN THARAUD;2.12826484;48.79436938
7e82787f-91ae-4d79-bd9d-65dc6ad47215;458;AVENUE DE SAINT - CLOUD;2.13803565;48.80522655
7e82e188-7d36-4559-83b4-1be36db4990a;347;AVENUE DE PARIS;2.15772161;48.79814763
7ec79578-872e-46e6-b762-eba38b75dbf4;643;SQUARE BONNEFOUS;2.12555423;48.80516196
7f1c065b-f534-4652-a8c4-e956e4923c6f;411;AVENUE DE SAINT - CLOUD;2.13278168;48.80517414
7f307761-b4c1-4d0f-b1b3-b66b6d0563da;91;CRECHE  CLAGNY GLATIGNY;2.1409473;48.81199006
7f408715-f1a8-4a4a-9c4f-496ee4b25fae;561;PARC SEMALLE;2.1219992;48.81348444
7f4dc74f-de94-44e5-bd2e-13811c56bdc4;1025;MATERNELLE LES ALIZES 1;2.12134357;48.78399416
7fa95b84-69cc-4340-bf70-6b27badd0e29;896;ECOLE ELEMENTAIRE CHARLES PERRAULT;2.15596466;48.80458005
7faf34e0-6929-469d-b026-eea56ed941f6;501;BOULEVARD DE LA REINE;2.14390352;48.80821782
800e7ac1-36d6-4c17-aa28-4039275f80f2;123;MATERNELLE LES ALIZES 1;2.12097654;48.78396967
80300cc6-c07f-4378-9f40-ca8e6d4e8cea;931;SQUARE DU STADE DE PORCHEFONTAINE;2.15733358;48.79328395
80342494-05d8-4775-98fd-f9a01e419f09;498;AVENUE DES ETATS UNIS;2.14500315;48.80753672
803bbe0b-9e00-4048-8738-da271dc55484;524;BOULEVARD DE LA REINE;2.12758501;48.80950469
80b3b200-71f9-482c-877b-895e78cc37d0;427;AVENUE DE SAINT - CLOUD;2.13917631;48.8056328
80c1ade0-580a-400d-80d6-ce9861b70b7a;1043;MATERNELLE LES LUTINS;2.12984931;48.8082811
80f2e493-2677-4074-a7c1-969747656278;155;MATERNELLE LA MARTINIERE;2.11365935;48.78066344
8102b650-a52c-423b-acb3-46f04079d987;337;AVENUE DE PARIS;2.13528201;48.80116445
81304f88-8c42-472b-a436-a88c2cc6885b;839;SQUARE BLAISE PASCAL;2.15256943;48.80286218
8164ee1c-8492-4f32-bd5f-864e74473345;233;ELEMENTAIRE ALBERT THIERRY;2.15628783;48.80635497
81d4b509-ddc5-4143-91a5-22781d0d06bb;718;PLACE DE LA LOI;2.12907749;48.81488958
81f1eb57-6a75-42de-b85f-1bb76b0173be;771;JARDIN BONNE - AVENTURE;2.15238836;48.80706223
82b5c183-590c-47d5-b6d5-61d17f5f6927;221;MATERNELLE VAUBAN;2.15208713;48.79969286
82c4ed8c-0bbd-4b2c-9800-472ab997a028;802;JARDIN DES RECOLLETS;2.12290431;48.80192851
831b444d-1138-4349-baed-05fe353f1b64;280;ELEMENTAIRE JEAN BATISTE LULLY;2.15186414;48.7993833
831d1cda-40a0-46cb-8747-91cb6b127d25;690;BOULEVARD DU ROI;2.12839116;48.81404659
838f43b8-2628-479c-8ba5-99b9fceeef5f;654;AVENUE VILLENEUVE L'ETANG;2.14130297;48.81401848
8398513d-16cf-4021-b09b-897739f21b39;361;AVENUE DE PARIS;2.15139055;48.79798756
83f434ee-361a-409f-9f3e-6b596fbaccf1;248;ELEMENTAIRE YVES LE COZ;2.14926763;48.7907311
83feaa60-0a52-43b0-9d12-e59b90106041;668;BOULEVARD DU ROI;2.12734072;48.81281735
844ac2ce-8b9b-4f4b-a709-5631641420d9;275;ELEMENTAIRE JEROME ET JEAN THARAUD;2.12831185;48.79443399
84587cdf-c36a-4eeb-92a3-b4a3bb5cc737;533;BOULEVARD DE LA REINE;2.13856743;48.80844218
84668c03-5fe2-4cc3-878d-d8b95a5bf3f2;206;MATERNELLE LES TROIS POMMIERS;2.13571785;48.80309615
851f1898-bf91-4928-ac53-f4b2c70c04b2;609;PARC FORESTIER DE PICARDIE;2.15732549;48.81320434
8552f718-e667-4bbd-ac7e-4598492af2dd;455;AVENUE DE SAINT - CLOUD;2.13709127;48.80514044
8572994d-a135-4202-a165-d58ea34d278b;852;SQUARE HOCHE;2.12755695;48.80593166
85b965ce-ff38-4065-be34-76fc4f5731bc;401;AVENUE DE SAINT - CLOUD;2.12762137;48.80480068
85faa5bd-de9a-451a-8bd3-8c7059fce227;477;AVENUE DES ETATS UNIS;2.14349201;48.80701564
861880da-fda5-4892-a54e-43b570494978;663;BOULEVARD DU ROI;2.12831412;48.81457323
86509331-6821-402e-bd9d-d3a6d7eb8c68;483;AVENUE DES ETATS UNIS;2.14458463;48.80762206
86fe04ab-96ed-418c-b091-e3218293c8cc;272;ELEMENTAIRE LA SOURCE;2.15527828;48.80820128
871e8151-751e-4943-ab9d-01a90bd64f52;469;AVENUE DES ETATS UNIS;2.14165855;48.8059993
872977ba-6cc8-498a-b7ea-94e373f53d4b;387;AVENUE DE PARIS;2.13120477;48.80152563
877db765-d7bc-44ec-89c6-62d13fb5eb1f;268;ELEMENTAIRE LES CONDAMINES;2.14620348;48.80192272
878aadea-1a2a-4f50-a7f9-fa7ad813c724;1018;MATERNELLE DUNOYER DE SEGONZAC;2.15998656;48.80231882
87c7a389-07e7-45a2-8a88-8df91caff47b;726;SQUARE JEAN HOUDON;2.13614097;48.81327021
882fa652-3054-48ad-8a3b-778d80473be5;909;MATERNELLE RICHARD MIQUE;2.14361356;48.81171932
883179eb-82cb-4032-b1d6-4c34bfcbb2cc;176;ELEMENTAIRE COLONEL DE BANGE;2.13230033;48.81404229
89276249-2b2e-40d2-b563-bfabdd52562f;1020;MATERNELLE LES ALIZES 2;2.12039358;48.78414177
89ad6157-e0e3-4b30-85c8-2decf64d4e5a;366;AVENUE DE PARIS;2.14842721;48.79791087
89c89d32-327c-4b5d-9047-d589d271e109;107;CRECHE MULTI ACCUEIL  PETITS BOIS;2.15712323;48.80932778
89cf560b-7c9e-4522-88fb-bc182578e468;678;BOULEVARD DU ROI;2.12583398;48.80978746
8a0a3ffd-1b8e-496d-b843-6effaf3a7d75;364;AVENUE DE PARIS;2.14902952;48.79805215
8a6b39d9-b023-4958-9b46-58a5b63bfa62;239;MATERNELLE DES PETITS BOIS;2.15692966;48.8063211
8a6c5509-fe5e-42e2-943b-3717d155bcfd;451;AVENUE DE SAINT - CLOUD;2.13400297;48.80491852
8ad33d49-f032-403c-b890-853fdf66de75;50;JARDIN DE L'ECOLE DES POSTES;2.15848463;48.80177127
8ae30e32-a054-4822-8cc9-e76126283a36;4;SQUARE DES FRANCINES;2.1316535;48.79677873
8b0c78e5-e733-477a-89a2-b46d1e9667ad;619;PARC FORESTIER DE PICARDIE;2.15760564;48.81341954
8b6759e9-2e0f-4e22-b57d-143da164a46c;734;SQUARE DU STADE DES CHANTIERS;2.1425536;48.79441089
8baadd97-12b7-402a-adc8-33d660ce457b;14;SQUARE DES FRANCINES;2.1314697;48.79667686
8bbdc505-0f2f-438c-93c0-74350b34effc;534;BOULEVARD DE LA REINE;2.13733661;48.80848784
8beaf818-0a31-45b3-abff-363fa5168fa3;854;SQUARE ILE DE FRANCE;2.16234433;48.80293914
8d30199b-eb16-4b30-85a9-59f3dd902670;210;MATERNELLE LES TROIS POMMIERS;2.13553356;48.80282856
8d51edf8-7e6e-4891-9129-fefa3ed459ef;581;PARC FORESTIER DE LA PORTE VERTE;2.15148444;48.81620505
8d7341af-daa8-40d2-943f-801fb708e692;685;BOULEVARD DU ROI;2.12722999;48.81224754
8d9dc003-959e-4c8f-8c7e-e2375f24cbf0;247;ELEMENTAIRE YVES LE COZ;2.14945939;48.79065746
8da41321-bd88-4449-9024-7dfb4a40bf02;825;SQUARE BLAISE PASCAL;2.15248578;48.80461578
8dc0be98-a1da-4e70-8ea2-ce2f9bfeb7c5;1002;MATERNELLE HONORE DE BALZAC;2.14409661;48.80559698
8e019e94-bdc3-4323-803b-9c11deb9b800;552;SQUARE JEANNE D'ARC;2.1433448;48.822766
8e03c7b4-46b2-40ae-a985-36a18ad213e5;19;SQUARE DES FRANCINES;2.13165636;48.7965467
8e39538c-a24b-416e-8c40-4eb5cb934421;887;CRECHE NOTRE DAME;2.13250147;48.81085596
8e545e88-bf26-4840-9e35-9f70d32c4350;251;MATERNELLE VIEUX VERSAILLES;2.12147722;48.80150949
8e7b9ac5-3387-4e06-b92c-52ae04a5012b;1069;MATERNELLE COMTESSE DE SEGUR;2.12831205;48.79483696
8edceecc-5d0b-4989-9de5-ece5ea144b20;627;SQUARE RICHARD MIQUE;2.14644132;48.81210078
8f1042b4-9872-4a24-957f-cc1fbd9a83c3;111;MATERNELLE ANTOINE RICHARD;2.15200946;48.80722058
8f45a612-b1da-479f-a882-9ae2249f62b2;98;SQUARE MAIS QUART PORCHEFONTAINE;2.15498532;48.79484859
8fb4745b-c001-4403-bce3-5dfac1d0154c;813;JARDIN DU MUSEE LAMBINET;2.13050641;48.80891343
908ee737-2ea1-4071-9d9c-600162bed9a6;688;BOULEVARD DU ROI;2.12785123;48.81328472
90d64a87-7785-47b9-8f36-af8b66ed02a6;216;MATERNELLE VAUBAN;2.1522917;48.79970755
90f17b63-7130-45c7-a22b-ff4cacee1149;381;AVENUE DE PARIS;2.13849378;48.79957578
9152fece-0661-498d-9e68-097413887888;260;ELEMENTAIRE EDME FREMY;2.13876803;48.79633582
9170c93f-0e47-461c-b10a-44f2dbb2e831;495;AVENUE DES ETATS UNIS;2.14427269;48.807131
91958007-b91d-4714-abd2-d9cdda7bf601;484;AVENUE DES ETATS UNIS;2.14470352;48.80777813
91a36ca9-7a41-420b-b179-e3a3daec8ee5;961;SQUARE DU STADE DES CHANTIERS BIS;2.14189311;48.79479639
9249c26e-2b2c-4b6e-8b35-41adda4fa58c;41;MULTI - ACCUEIL SAINT - LOUIS;2.12564881;48.79655315
92c2ebf1-2fbc-4b50-9554-d721917577b0;706;BOULEVARD SAINT ANTOINE;2.12281014;48.81734504
9301b633-c6ad-457a-9b24-72e0a05351fb;23;JARDIN DE L' HOTEL DE VILLE HORLOGE;2.12983883;48.80068057
93465eab-bc66-475a-bbae-902670c62307;1046;MATERNELLE LES LUTINS;2.12975494;48.80820532
935c0abc-84d5-4741-afc3-db00f6596594;482;AVENUE DES ETATS UNIS;2.14433729;48.80757256
940e8274-0e59-49f1-bfdd-4a7919c65b44;1008;MATERNELLE LES DAUPHINS;2.13229722;48.81320137
941c3335-6fec-4ef6-8388-82e2482aebeb;304;AVENUE DE PARIS;2.15163811;48.79866307
94673834-9382-405c-bb82-94145e055459;441;AVENUE DE SAINT - CLOUD;2.12954202;48.80471355
9492e018-b17e-456d-bc97-6ae9090583ca;618;PARC FORESTIER DE PICARDIE;2.1575269;48.81335358
956f6d2d-137a-44e7-9775-e13c6d792a1d;797;JARDIN DES RECOLLETS;2.1230697;48.80210682
95806c90-4efa-4d67-a1a7-a2a2fa32caeb;984;CLP LES GRANDS CHENES;2.15298065;48.78820513
96434a30-5da8-4526-9630-d4f9ed65be9a;875;SQUARE ILE DE FRANCE;2.16159316;48.80281736
967941aa-01e2-4be0-852d-a15f5e5809e7;150;MATERNELLE COMTESSE DE SEGUR;2.12825848;48.79470511
96820915-e08b-4042-8c2b-c0635b78cd76;497;AVENUE DES ETATS UNIS;2.14463623;48.80733329
96a72e95-817c-4ce5-bbd3-5aacf122e10a;168;MATERNELLE LES DAUPHINS;2.13218546;48.81332217
96f31604-165c-414d-a238-b55332556c97;490;AVENUE DES ETATS UNIS;2.14281096;48.80631897
97016b75-7daf-4337-abca-14b96eaa0446;419;AVENUE DE SAINT - CLOUD;2.13344929;48.80532641
972dd57e-ab2d-4c6b-b76b-babd3bc8864f;845;SQUARE HOCHE;2.12817772;48.80614592
9741ee27-dd05-4a94-a1fa-08cc8f656cc3;628;SQUARE RICHARD MIQUE;2.14635095;48.81200859
9795accd-c588-4158-991e-339adc8eb27e;426;AVENUE DE SAINT - CLOUD;2.13870475;48.80559765
97cb8fc9-848c-42fd-a2b8-2c55628a571e;1009;MATERNELLE LES DAUPHINS;2.13188699;48.81334425
97d25853-d49b-4817-b368-48e6bcdfd485;246;MATERNELLE DES PETITS BOIS;2.15688923;48.80588385
98566a67-bebe-4da5-8c2b-c0723d769450;862;SQUARE ILE DE FRANCE;2.16158209;48.80322744
98f4cd6d-8804-4061-b8ec-74cc18804995;406;AVENUE DE SAINT - CLOUD;2.12979586;48.80507553
990f9ada-dbd6-48b0-a157-1853625335de;415;AVENUE DE SAINT - CLOUD;2.13535726;48.80547195
994cbce0-9415-40f6-ad15-1891fb9854f2;6;SQUARE DES FRANCINES;2.13170029;48.79674136
996c1589-44f3-4e31-a6a5-ad9aeccbac7a;1016;MATERNELLE DUNOYER DE SEGONZAC;2.16009001;48.8024542
9a1b9364-3708-44d1-8d28-59529698e768;792;JARDIN DE L HEURE JOYEUSE;2.13587605;48.80281159
9a5c072b-1223-4f89-8930-926d847cf3e3;1007;MATERNELLE LES DAUPHINS;2.1323235;48.81320403
9acf651f-7467-4960-8ea0-5ef39a48a9c3;694;RUE DES RESERVOIRS;2.12463207;48.80831306
9afeebc0-9b59-4161-a541-80dec53aeadc;947;SQUARE DU STADE DES CHANTIERS TER;2.14328581;48.7955192
9b26b87b-9ea4-4eff-a961-6c4976db7c6e;601;PARC FORESTIER DE PICARDIE;2.15754147;48.8127118
9b5c6896-978e-4a1b-afe1-c53640829fab;79;CRECHE DES GENDARMES;2.13052047;48.80014206
9b61265d-9f88-4f0e-9728-b5dbf0c51f67;841;SQUARE HOCHE;2.12763049;48.8062347
9bb41451-656c-457c-8a08-e5b4baa98345;849;SQUARE HOCHE;2.1280442;48.80587228
9be15e9c-e020-4504-89ee-fc5bcc3bee89;815;JARDIN DU MUSEE LAMBINET;2.13062248;48.80889842
9c718a24-1379-4677-b5ff-d0af7705c9d5;676;BOULEVARD DU ROI;2.12579647;48.8102523
9c7a8372-8d6c-4f57-8add-60f0bff726b0;194;MATERNELLE LES MARMOUSETS;2.12597187;48.80732517
9ca3f664-7eb2-4873-b6af-f303acc55d03;648;AVENUE VILLENEUVE L'ETANG;2.1482216;48.81665643
9cb239fa-86b6-4b8f-9c92-f9f6dd04684a;913;MATERNELLE RICHARD MIQUE;2.14403301;48.81154716
9cbff866-27b5-4fe2-847f-bf82d95a4edf;1062;MATERNELLE LES LUTINS;2.1381909;48.79640847
9cc7c93f-74ad-4bf4-a623-7971f884f7bb;903;JARDIN BONNE - AVENTURE;2.15407706;48.80698603
9d31f005-3182-4b8a-82c9-68b2acc76cf9;557;SQUARE SAINT - MICHEL;2.15387644;48.79390089
9d382078-b9fb-42cf-9da8-e5b6cc28fab4;941;ELEMENTAIRE VAUBAN;2.15186432;48.79888935
9d9d553e-132a-4528-b4ce-5f8b931c3c04;290;AVENUE DE PARIS;2.15706906;48.79880484
9dc40e3a-0ce4-4dc4-94b7-9a56cf473e52;613;PARC FORESTIER DE PICARDIE;2.15541472;48.81304806
9dffc5d9-6611-4e08-974f-99881b930509;904;JARDIN BONNE - AVENTURE;2.15404089;48.80692142
9e08b003-6bba-4ace-afe2-db471ecf62e0;494;AVENUE DES ETATS UNIS;2.14402461;48.80708603
9e41ef66-9388-47d9-9117-cba8a961f1b8;343;AVENUE DE PARIS;2.1283948;48.80285849
9eb2a8a7-231c-4dfc-b042-111aa0d836fb;570;PARC SEMALLE;2.12173121;48.81344512
9ec88ec3-1e4e-472a-9a3d-0711a1bd262b;154;MATERNELLE LA MARTINIERE;2.11363193;48.78066793
9ee601d0-300e-4b81-8464-4b710e0e76ca;149;MATERNELLE COMTESSE DE SEGUR;2.12821459;48.79471921
9f00d47b-cda4-4a5a-b7d9-fe3eda5495fd;145;ELEMENTAIRE CLEMENT ADER;2.12033608;48.7832555
9f23ac64-4de2-42ec-98f3-b8f73164e4e8;670;BOULEVARD DU ROI;2.12703085;48.81230211
9f8773e6-8eb7-4771-89f9-cb5d6c8d064c;1041;MATERNELLE LE PETIT PRINCE;2.12984942;48.80828117
9f91a2ca-aff8-4c10-9871-3f0730ffc8d7;178;ELEMENTAIRE COLONEL DE BANGE;2.13226374;48.81408518
a03bfa09-373c-4c60-82e1-79e49daa88d7;996;MATERNELLE HONORE DE BALZAC;2.14399726;48.80579191
a08ef269-4579-4c92-af81-490cc2d51fd7;376;AVENUE DE PARIS;2.14427494;48.79822301
a0958614-874f-4ad2-92cf-1d9da83dcbfa;487;AVENUE DES ETATS UNIS;2.1421968;48.80607225
a0a6ecfa-3c37-44b7-9a3b-811adca84789;468;PLACE ALEXANDRE 1ER;2.14123135;48.80531732
a0b678b3-ab13-4773-ad26-35fef9d409e7;629;SQUARE RICHARD MIQUE;2.14647934;48.81200323
a0f74c53-9c61-441e-9a92-f357ca82ccb6;105;CRECHE SAINT - NICOLAS;2.15514525;48.80714081
a18b66dc-b1d5-440e-8a1a-769d61ba87ae;124;MATERNELLE LES ALIZES 1;2.12093295;48.78393283
a1970c4c-c4df-4f0f-806f-bb93f490b687;591;PARC FORESTIER DE LA PORTE VERTE;2.15169657;48.81596259
a2393c73-97f1-40c8-a19a-0751bc711227;141;ELEMENTAIRE CLEMENT ADER;2.12013651;48.78383974
a252efde-ebe7-41ed-acb5-2b1ba350d633;93;CRECHE VESLOT;2.15508978;48.7949513
a2d6a460-8c38-4745-8c7b-9b5f7cf4df8e;367;AVENUE DE PARIS;2.1482158;48.79803347
a2d6df6f-cce7-409b-9823-bc54cc076c65;963;SQUARE DE L'ETANG DE LA MARTINIERE;2.11379155;48.78101082
a35ac2d3-1e37-4ff6-b024-51cbe2e16754;118;MATERNELLE LES ALIZES 1;2.12125479;48.78404372
a3639c7a-08e9-439c-b549-8144abceca82;721;SQUARE JEAN HOUDON;2.13600907;48.81330919
a3ff1a3f-2aab-4a40-ac6b-d112378e9a84;296;AVENUE DE PARIS;2.15410481;48.79872675
a4914566-c9bf-4516-84b1-cbc9d96b9609;806;JARDIN J.A LE ROI;2.12178644;48.80182094
a4d0a37d-ec9a-4a13-8072-cecd58e07043;136;ELEMENTAIRE CLEMENT ADER;2.11995478;48.78360215
a5486a48-370e-4dd1-8d9a-1b10e0ec2ce4;666;BOULEVARD DU ROI;2.12785392;48.81367557
a54b87e8-4355-4c78-8dc7-69ed6687680b;747;JARDIN BONNE - AVENTURE;2.15301326;48.80764855
a5e5807c-31b3-434a-b6b0-0eb072217120;21;SQUARE DES FRANCINES;2.13182788;48.79676777
a6008505-d1d8-4f03-ae08-fbe8366234dd;414;AVENUE DE SAINT - CLOUD;2.13513872;48.80534438
a60e958b-14ee-456a-9ded-8f7a718e758c;741;SQUARE DU STADE DES CHANTIERS;2.14259702;48.79430401
a6aa5ea8-da2d-4aab-8c4a-78eef2483211;306;AVENUE DE PARIS;2.1515566;48.79852634
a6ed6f1a-c7ae-477d-b77c-1ec2b2194b67;200;MATERNELLE LES MARMOUSETS;2.12584755;48.80712137
a719cf4f-c94b-4458-b679-426b45736f72;846;SQUARE HOCHE;2.12817684;48.80609327
a7cd53ad-9040-4d40-9be4-1a6fa52b4cfb;612;PARC FORESTIER DE PICARDIE;2.15596492;48.81308794
a86c147d-04dd-4ecf-8eb3-4ed9778b7b52;847;SQUARE HOCHE;2.12790746;48.80584081
a8b0c1b1-717b-43e0-ab9e-6790f6b02c19;49;JARDIN DE L'ECOLE DES POSTES;2.15840025;48.8017186
a8ba5490-52f1-4bf0-bacd-ec8b21d6a3d8;375;AVENUE DE PARIS;2.14432134;48.79821045
a8c46367-3112-409c-ae8b-af82337c63fd;1036;MATERNELLE LA FARANDOLE;2.14452256;48.81400116
a90d03b0-2857-4300-8072-ae04dffc60a1;71;JARDIN DES MUSICIENS ITALIENS;2.14684518;48.80144688
a92aaa3f-dee5-44b0-b289-05e31df81edf;804;JARDIN DES RECOLLETS;2.12310346;48.80163923
a97eb483-d13e-4338-9945-8272a418bb68;502;BOULEVARD DE LA REINE;2.14342237;48.80820294
a98dc483-2734-4eaa-ad87-2676c2bf7dc4;365;AVENUE DE PARIS;2.14873195;48.79791914
aa0a57f5-c3b0-418f-bdb7-d98f283a71d2;989;SQUARE VILLENEUVE L'ETANG;2.14120994;48.81363392
aa17b9d8-c41a-4383-a0a2-11a3e841707a;699;RUE DES RESERVOIRS;2.12512159;48.80874141
aa9120c1-16c9-4c03-8111-9643d6ac9fba;39;MULTI - ACCUEIL SAINT - LOUIS;2.12570937;48.7966832
aa98cd6c-7519-47b4-8f08-e96932b3ec6c;329;AVENUE DE PARIS;2.14285711;48.79913473
aaab656c-2294-4708-a7b2-0a0d9c7a4cdc;916;MATERNELLE RICHARD MIQUE;2.14369838;48.81154447
aaaf3715-9579-4195-afb4-2ae518124eca;681;BOULEVARD DU ROI;2.12665848;48.81115995
ab066f65-6580-4fa0-805e-92d3143e3fd6;135;ELEMENTAIRE CLEMENT ADER;2.11992773;48.78361447
ab6c5b19-76a7-434b-8824-038de9d9aa58;995;MATERNELLE HONORE DE BALZAC;2.14390832;48.80582641
abe1c5f7-4a34-429e-a687-3c96040d806d;338;AVENUE DE PARIS;2.13284161;48.80167135
ac20b1ed-dae1-4282-97b2-ee09dd9024d9;162;MATERNELLE LE PETIT PRINCE;2.12981573;48.80812266
ac52b599-5d02-4266-9a7d-abd5c44e2f38;222;MATERNELLE VAUBAN;2.15205485;48.79969263
